Year,State,Interest Rate,Loan Count,First Time Buyers,Repeat Buyers,One Unit,Greater than One Unit,Total Original UPB($B),Average Original UPB ($),Credit Score,Original Combined Loan-to-Value (CLTV) Ratio,Original Loan-to-Value (LTV) Ratio,Original Debt-toIncome (DTI) Ratio1
2015,DC,3.9,35,20,13,133,146,56539000.0,387253.4,763.1,72.1,69.1,33.0
2015,NM,4.1,34,51,6,194,200,36048000.0,180240.0,754.3,77.8,76.4,32.6
2015,GU,3.8,1,2,1,7,8,1826000.0,228250.0,722.8,81.1,75.6,34.4
2015,MS,3.9,24,53,0,175,175,30566000.0,174662.9,744.8,81.3,79.4,33.0
2015,AK,3.8,12,24,5,95,100,25029000.0,250290.0,755.2,76.6,73.3,33.0
2015,WY,4.0,10,29,1,76,77,16317000.0,211909.1,739.2,79.8,76.6,35.2
2015,SD,3.9,12,25,1,71,72,12977000.0,180236.1,757.3,80.7,77.8,33.3
2015,PR,3.8,0,0,0,6,6,507000.0,84500.0,732.0,62.9,63.2,30.2
2015,VI,4.2,0,1,0,4,4,1024000.0,256000.0,781.8,77.3,77.5,25.8
2016,OH,3.9,63,108,7,370,377,60324000.0,160010.6,750.5,6.8,76.5,32.3
2016,CO,4.0,56,104,4,482,486,124881000.0,256956.8,750.5,4.8,70.8,34.2
2016,NY,4.0,96,74,46,322,368,93716000.0,254663.0,749.0,-20.4,72.1,36.9
2016,ID,4.0,10,21,1,66,67,14408000.0,215044.8,756.4,80.6,78.7,31.9
2016,IA,3.7,15,34,0,102,102,17843000.0,174931.4,750.2,78.2,77.2,33.6
2016,MI,4.0,78,99,6,408,414,68118000.0,164536.2,746.0,14.3,76.3,32.7
2016,NE,3.8,10,16,2,56,58,10506000.0,181137.9,753.8,79.2,76.9,31.3
2016,PA,4.0,67,88,6,290,296,57784000.0,195216.2,745.6,5.3,76.8,33.1
2016,TX,4.0,171,257,9,919,928,190474000.0,205252.2,737.7,9.2,74.5,34.6
2016,ME,3.9,8,10,0,60,60,12300000.0,205000.0,748.4,73.9,73.2,34.9
2016,NC,4.0,43,113,1,369,370,74736000.0,201989.2,754.6,20.5,75.9,32.5
2016,IL,3.9,100,113,15,542,557,118320000.0,212423.7,754.4,3.1,73.9,33.2
2016,MO,3.9,51,77,4,264,268,47466000.0,177111.9,753.3,-11.0,77.7,32.8
2016,UT,3.9,31,44,5,217,222,52235000.0,235292.8,750.0,-2.5,76.5,33.9
2016,IN,3.9,37,83,4,256,260,39995000.0,153826.9,741.8,-28.2,77.6,31.9
2016,KS,3.9,15,21,0,89,89,14744000.0,165662.9,753.9,77.9,77.2,32.0
2016,KY,3.9,17,46,3,153,156,25698000.0,164730.8,743.1,76.3,75.6,31.4
2016,AR,4.0,11,30,0,95,95,16512000.0,173810.5,743.6,79.5,78.3,32.7
2016,NH,3.9,4,10,3,47,50,10021000.0,200420.0,759.8,76.4,73.8,33.4
2016,MN,3.9,43,73,4,262,266,55405000.0,208289.5,753.7,2.6,78.1,34.2
2016,GA,4.0,64,79,1,337,338,68243000.0,201902.4,747.1,16.0,76.7,32.6
2016,HI,3.9,5,11,2,42,44,17461000.0,396840.9,754.1,69.5,68.0,37.3
2016,WA,4.0,54,78,7,384,391,103140000.0,263785.2,752.4,-8.6,71.8,34.7
2016,CA,4.0,216,223,78,1900,1978,627833000.0,317408.0,749.4,-1.4,64.6,36.6
2016,OR,4.1,45,63,6,266,272,65925000.0,242371.3,755.5,11.7,73.6,35.7
2016,VT,3.8,5,7,0,30,30,6164000.0,205466.7,757.7,70.6,69.5,32.8
2016,WI,3.8,30,53,6,239,245,44482000.0,181559.2,751.8,-19.7,76.0,31.2
2016,MT,4.0,7,11,1,47,48,9321000.0,194187.5,751.5,79.2,77.6,34.2
2016,FL,4.1,146,205,7,751,758,148521000.0,195938.0,741.9,-11.9,72.6,36.0
2016,OK,4.0,16,30,0,90,90,15760000.0,175111.1,747.6,79.6,77.4,34.1
2016,ND,4.0,7,10,1,33,34,6887000.0,202558.8,732.0,81.9,80.1,34.7
2016,MA,3.9,59,49,23,285,308,81211000.0,263672.1,748.8,20.5,70.9,34.5
2016,RI,3.9,9,9,3,38,41,9818000.0,239463.4,755.5,76.0,74.0,35.9
2016,WY,3.8,3,4,0,20,20,4564000.0,228200.0,763.4,70.5,74.0,30.9
2016,VA,3.9,42,67,1,309,310,82712000.0,266812.9,755.3,23.6,72.1,33.4
2016,AK,3.8,2,4,2,17,19,5256000.0,276631.6,755.8,79.8,76.7,38.1
2016,WV,3.9,8,8,0,38,38,5891000.0,155026.3,756.9,79.7,78.2,33.8
2016,CT,3.9,12,39,6,93,99,23560000.0,237979.8,750.4,76.1,74.3,34.8
2016,LA,4.0,27,32,7,124,131,26031000.0,198709.9,742.8,78.8,77.6,32.3
2016,MD,4.0,52,36,0,243,243,63766000.0,262411.5,751.4,9.3,74.1,33.6
2016,DC,4.0,11,3,3,44,47,17498000.0,372297.9,756.8,70.4,66.1,35.2
2016,TN,4.0,44,77,2,248,250,50190000.0,200760.0,746.7,-5.5,77.3,33.7
2016,DE,3.9,7,6,0,42,42,9678000.0,230428.6,755.9,73.5,72.7,32.9
2016,AZ,4.1,49,88,2,368,370,76173000.0,205873.0,748.2,19.5,73.0,33.9
2016,NJ,4.0,66,37,13,274,287,77145000.0,268797.9,749.9,19.4,72.4,36.4
2016,AL,4.0,21,48,0,131,131,24056000.0,183633.6,745.8,81.7,79.0,33.2
2016,NM,4.1,6,14,0,56,56,11479000.0,204982.1,738.2,79.3,78.7,33.0
2016,NV,4.1,24,27,0,146,146,29381000.0,201239.7,744.4,-69.6,74.5,35.7
2016,SC,4.0,37,67,1,192,193,33596000.0,174072.5,744.7,-49.7,76.7,34.0
2016,MS,4.0,6,7,1,28,29,4904000.0,169103.4,734.2,76.3,73.8,32.4
2016,SD,3.8,1,3,1,18,19,3293000.0,173315.8,763.9,77.5,78.1,34.0
2016,GU,3.7,1,0,0,3,3,964000.0,321333.3,687.7,79.0,80.0,31.7
2016,PR,3.5,0,0,0,1,1,310000.0,310000.0,737.0,68.0,68.0,44.0
